source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'ReadWrite'}",Radek Zielinski,Biden’s tax plan sparks crypto industry backlash,"President Joe Biden’s proposed 30% tax on crypto mining power faced criticism for potentially harming the industry and erasing investor… Continue reading Biden’s tax plan sparks crypto industry backlash
The post Biden’s tax plan sparks crypto industry backlas…",https://readwrite.com/bidens-tax-plan-sparks-crypto-industry-backlash/,https://readwrite.com/wp-content/uploads/2024/03/image-1.png,2024-03-18T15:23:31Z,"President Joe Biden’s proposed 30% tax on crypto mining power faced criticism for potentially harming the industry and erasing investor wealth.
The resurgence in Bitcoin and other cryptocurrency val… [+2215 chars]"
"{'id': None, 'name': 'Xataka.com'}",Enrique Pérez,Qué sabemos del Bitcoin Halving 2024 y cómo puede afectar este esperado evento al precio del Bitcoin,"Han pasado ya cuatro años. Y eso significa que ya está cerca el Bitcoin Halving 2024, un crucial evento que sucede de forma periódica y forma parte indispensable de la propia criptomoneda. Este mes de abril, en un día que todavía no está cerrado porque depend…",https://www.xataka.com/criptomonedas/que-sabemos-bitcoin-halving-2024-como-puede-afectar-este-esperado-evento-al-precio-bitcoin,https://i.blogs.es/6c4d4a/michael-fortsch-bitcoin/840_560.jpeg,2024-03-31T17:01:23Z,"Han pasado ya cuatro años. Y eso significa que ya está cerca el Bitcoin Halving 2024, un crucial evento que sucede de forma periódica y forma parte indispensable de la propia criptomoneda. Este mes d… [+4230 chars]"
"{'id': None, 'name': 'Xataka.com'}",Enrique Pérez,Ni el Bitcoin en máximos es suficiente estable: una avalancha lo ha hundido fugazmente hasta los 8.900 dólares,"El Bitcoin ha empezado el 2024 como un cohete. En estos momentos supera los 63.000 dólares, pero eso no quiere decir que todas las ventas se realicen siempre a este precio. El precio del Bitcoin va cambiando constantemente y es posible ver operaciones donde s…",https://www.xataka.com/criptomonedas/bitcoin-maximos-suficiente-estable-avalancha-ha-hundido-fugazmente-8-900-dolares,https://i.blogs.es/232bcd/bitcoin-caida/840_560.jpeg,2024-03-20T16:31:15Z,"El Bitcoin ha empezado el 2024 como un cohete. En estos momentos supera los 63.000 dólares, pero eso no quiere decir que todas las ventas se realicen siempre a este precio. El precio del Bitcoin va c… [+3569 chars]"
"{'id': None, 'name': 'Xataka.com'}",Javier Pastor,Bitcoin hace historia y rompe la barrera de los 69.000 dólares. La pregunta es cuál es su techo,"El 10 de noviembre de 2021 el bitcoin alcanzó el que había sido su valor más alto hasta entonces: 69.040,10 dólares. La fiebre por las criptomonedas —y los NFTs— se situó entonces en máximos históricos para luego caer de forma prolongada a lo largo de 2022 y …",https://www.xataka.com/criptomonedas/bitcoin-hace-historia-y-rompe-la-barrera-de-los-69-000-dolares-la-pregunta-es-cual-es-su-techo,https://i.blogs.es/647b4b/btc1/840_560.jpeg,2024-03-05T18:30:23Z,"El 10 de noviembre de 2021 el bitcoin alcanzó el que había sido su valor más alto hasta entonces: 69.040,10 dólares. La fiebre por las criptomonedas y los NFTs se situó entonces en máximos históricos… [+3083 chars]"
"{'id': None, 'name': 'ReadWrite'}",Petar Jovanović,"Top Crypto Gainers to Watch this Week – Dogecoin, Aptos, Toncoin and New Altcoin ICOs","The crypto market experienced a correction last week, with major cryptocurrencies like Bitcoin and Ethereum declining by 1.7% and 4%… Continue reading Top Crypto Gainers to Watch this Week – Dogecoin, Aptos, Toncoin and New Altcoin ICOs
The post Top Crypto Ga…",https://readwrite.com/top-crypto-gainers-to-watch-this-week-dogecoin-aptos-toncoin-new-altcoin-icos/,https://readwrite.com/wp-content/uploads/2024/03/dogecoin-top-crypto-gainer.jpg,2024-03-26T07:05:35Z,"The crypto market experienced a correction last week, with major cryptocurrencies like Bitcoin and Ethereum declining by 1.7% and 4% respectively. 
While the weekend was relatively flat, one meme co… [+4059 chars]"
"{'id': None, 'name': 'Xataka.com'}",Rubén Andrés,Hay 22 milmillonarios por las criptomonedas en el mundo. Solo seis de ellos lo son por invertir en bitcoin,"Los datos del informe de riqueza global 2023 de UBS y Credit Suisse apuntan a que en el mundo existen unos 59,4 millones de personas con un capital valorado en más de un millón de dólares. Con la llegada de las criptomonedas, la población de millonarios tambi…",https://www.xataka.com/criptomonedas/hay-22-milmillonarios-criptomonedas-mundo-solo-6-ellos-bitcoin-que-esta-batiendo-records,https://i.blogs.es/faf5db/pexels-crypto-crow-1447418/840_560.jpeg,2024-03-06T10:31:41Z,"Los datos del informe de riqueza global 2023 de UBS y Credit Suisse apuntan a que en el mundo existen unos 59,4 millones de personas con un capital valorado en más de un millón de dólares. Con la lle… [+3623 chars]"
"{'id': None, 'name': 'Xataka.com'}",Javier Marquez,Craig Wright lleva años diciendo ser Satoshi Nakamoto: la Justicia pone fin al debate: no es el creador de Bitcoin,Craig Wright no es ‘Satoshi Nakamoto’. O al menos esto es lo que ha dictaminado un Tribunal Superior de Londres. El juez James Mellor ha llegado a la conclusión de que el emprendedor australiano que lleva aproximadamente una década autoproclamándose creador d…,https://www.xataka.com/criptomonedas/craig-wright-lleva-anos-diciendo-ser-satoshi-nakamoto-justicia-pone-fin-al-debate-no-creador-bitcoin,https://i.blogs.es/a238a4/craig-1wright-1/840_560.jpeg,2024-03-16T00:35:07Z,Craig Wright no es Satoshi Nakamoto. O al menos esto es lo que ha dictaminado un Tribunal Superior de Londres. El juez James Mellor ha llegado a la conclusión de que el emprendedor australiano que ll… [+2692 chars]
"{'id': None, 'name': 'ReadWrite'}",Suswati Basu,Rhysida ransomware group claims MarineMax yacht dealer attack,"US luxury yacht dealer MarineMax was reportedly attacked by the Rhysida ransomware group earlier this month. The company, which experienced… Continue reading Rhysida ransomware group claims MarineMax yacht dealer attack
The post Rhysida ransomware group claim…",https://readwrite.com/rhysida-ransomware-group-claims-marinemax-yacht-dealer-attack/,https://readwrite.com/wp-content/uploads/2024/03/Rhysida-ransomware-group-claims-MarineMax-yacht-dealer-attack.png,2024-03-21T18:39:30Z,"US luxury yacht dealer MarineMax was reportedly attacked by the Rhysida ransomware group earlier this month.
The company, which experienced record revenue this year, filed a report on March 10 with … [+2375 chars]"
"{'id': None, 'name': 'Thenewstack.io'}",Steven J. Vaughan-Nichols,"Python Users: BIPClip Is After Your Bitcoin Wallet, via PyPI",Python Package Index (PyPI) packages found hiding Bitcoin wallet hacking tools.,https://thenewstack.io/python-users-bibclip-is-after-your-bitcoin-wallet-via-pypi/,https://cdn.thenewstack.io/media/2024/03/ce67c3b9-wallet-1010601_1280.jpg,2024-03-17T16:21:17Z,"Python Users: BIPClip Is After Your Bitcoin Wallet, Via PyPI"
"{'id': None, 'name': 'heise online'}",Mark Mantel,Bitcoin ist so viel wert wie noch nie,Zum ersten Mal in seiner Geschichte hat die Kryptowährung Bitcoin die 60.000-Euro-Marke genommen.,https://www.heise.de/news/Bitcoin-ist-so-viel-wert-wie-noch-nie-9645169.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/5/5/1/2/4/3/shutterstock_1841762269-1efce39393fb55d5.jpg,2024-03-04T10:51:00Z,"Ein Bitcoin kostet momentan um die 60.000 Euro am Montagmorgen mal ein paar Hundert Euro mehr, mal ein paar Hundert Euro weniger. Damit übertrifft die Kryptowährung ihr bisheriges Allzeithoch vom 10.… [+1947 chars]"
"{'id': None, 'name': 'Unchainedcrypto.com'}",Kyle Torpey,UK Judge Declares Craig Wright Is Not Bitcoin Creator Satoshi Nakamoto,"The presumed final ruling comes eight years after Wright’s initial claims of being the person behind the Satoshi Nakamoto pseudonym, and has implications for a number of other cases involving Wright.",https://unchainedcrypto.com/uk-judge-declares-craig-wright-is-not-bitcoin-creator-satoshi-nakamoto/,https://unchainedcrypto.com/wp-content/uploads/2024/03/shutterstock_2424042441-scaled.jpg,2024-03-14T16:22:12Z,"The presumed final ruling comes eight years after Wrights initial claims of being the person behind the Satoshi Nakamoto pseudonym, and has implications for a number of other cases involving Wright.A… [+3416 chars]"
"{'id': None, 'name': 'MarketWatch'}",Chris Brodersen,What you need to know about taxes on bitcoin ETFs before you buy or sell,Retail investors and financial advisers have much to learn about this new investment.,https://www.marketwatch.com/story/what-youneed-to-know-about-taxes-on-bitcoin-etfs-before-you-buy-or-sell-b51afbf8,https://images.mktw.net/im-97181825/social,2024-03-04T16:17:00Z,"For all its opportunities, bitcoin 
 BTCUSD,
 +6.00%
has posed a number of challenges for investors. On top of the inherent difficulties of understanding blockchain terminology and the underlying … [+5380 chars]"
"{'id': None, 'name': 'MarketWatch'}",Isabel Wang,Did bitcoin ETF frenzy drive the crypto to a record? How the experts see it.,"Bitcoin’s momentum was fueled in part by excitement over the debut of spot bitcoin ETFs, but it raises concerns over whether the initial rising demand for the funds is robust enough to keep bitcoin afloat.",https://www.marketwatch.com/story/did-bitcoin-etf-frenzy-drive-the-crypto-to-a-record-how-the-experts-see-it-ba738798,https://images.mktw.net/im-337931/social,2024-03-07T22:36:00Z,"Hello! This is MarketWatch reporter Isabel Wang bringing you this weeks ETF Wrap. In this weeks edition, we look at spot bitcoin ETFs, and the role these first-of-a-kind funds are playing in the rall… [+258 chars]"
"{'id': None, 'name': 'MarketWatch'}",Tomi Kilgore,"MicroStrategy stock soars 24% — tops $1,300 for first time in 24 years as bitcoin soars",The software company and bitcoin play adds nearly $11 billion in market cap in 6 days.,https://www.marketwatch.com/story/microstrategy-stock-soars-24-tops-1-300-for-first-time-in-24-years-as-bitcoin-soars-0846400b,https://images.mktw.net/im-400000/social,2024-03-04T20:34:00Z,"Shares of MicroStrategy Inc. soared toward a 24-year high on Monday, fueled by the recent rapid run up in bitcoin prices to near-record levels.
A business-analytics software company at heart, invest… [+179 chars]"
"{'id': None, 'name': 'Opencrypto.org'}",Crypto Open Patent Alliance,Craig Wright Is Not Satoshi Nakamoto,"Today, Justice Mellor found that the evidence in the COPA v Wright trial was “overwhelming,” ruling that: Dr Wright is not the author of the Bitcoin White Paper. Dr Wright is not the person who adopted or operated under the pseudonym Satoshi Nakamoto from 200…",https://www.opencrypto.org/2024-03-14-Justice-Mellor-Rules-That-Craig-Wright-Is-Not-Satoshi-Nakamoto-in-COPA-v-Wright-Trial/,,2024-03-14T22:08:37Z,"Today, Justice Mellor found that the evidence in the COPA v Wright trial was overwhelming, ruling that:
<ol><li>Dr Wright is not the author of the Bitcoin White Paper.</li><li>Dr Wright is not the p… [+898 chars]"
"{'id': None, 'name': 'MarketWatch'}",Frances Yue,How bitcoin’s upcoming halving differs from the crypto’s previous cycles,"Bitcoin halvings have historically been viewed as a bullish event for the cryptocurrency — and the upcoming one, expected in April, faces an even more ideal setup than in previous cycles, according to crypto market observers.",https://www.marketwatch.com/story/how-bitcoins-upcoming-halving-differs-from-the-cryptos-previous-cycles-6813e4a4,https://images.mktw.net/im-96310580/social,2024-03-02T11:00:00Z,"Bitcoin halvings have historically been viewed as a bullish event for the cryptocurrency and the upcoming one, expected in April, could benefit from an even more ideal setup than in previous cycles, … [+3070 chars]"
"{'id': None, 'name': 'Xataka.com'}",Javier Marquez,Los mineros de Bitcoin de EEUU tienen un montón de equipos obsoletos. Y los están enviando a África y Sudamérica,"Estamos a las puertas de un nuevo ‘halving’ de Bitcoin, un evento que ocurre aproximadamente cada cuatro años en el que se reduce a la mitad la recompensa que los participantes de la red reciben por cada bloque minado. Esto puede traducirse en menores benefic…",https://www.xataka.com/criptomonedas/mineros-bitcoin-eeuu-tienen-monton-equipos-obsoletos-estan-enviando-a-africa-latinoamerica,https://i.blogs.es/41962e/minado-criptomonedas-2/840_560.jpeg,2024-03-25T22:01:48Z,"Estamos a las puertas de un nuevo halving de Bitcoin, un evento que ocurre aproximadamente cada cuatro años en el que se reduce a la mitad la recompensa que los participantes de la red reciben por ca… [+3104 chars]"
"{'id': None, 'name': 'heise online'}",Martin Holland,Gericht in London: Craig Wright ist nicht der Bitcoin-Erfinder Satoshi Nakamoto,"Vor dem High Court of England and Wales ging es einmal mehr um die Frage, ob Craig Wright den Bitcoin erfunden hat. Das Urteil kam jetzt überraschend schnell.",https://www.heise.de/news/Gericht-in-London-Craig-Wright-ist-nicht-der-Bitcoin-Erfinder-Satoshi-Nakamoto-9655362.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/5/5/6/8/0/7/shutterstock_1937129161-91f75b37827ffe38.jpg,2024-03-14T16:23:00Z,Der in Großbritannien lebende australische Computerwissenschaftler Craig Wright ist nicht der Erfinder des Bitcoins. Das hat der High Court of England and Wales nach einem fünfwöchigen Prozess ungewö… [+2042 chars]
"{'id': None, 'name': 'MarketWatch'}",Frances Yue,"Bitcoin surges above $69,000 to record high, entering ‘untested waters’","Bitcoin’s rally took it to a fresh record high on Tuesday, its first since November 2021",https://www.marketwatch.com/story/bitcoin-surges-above-69-000-to-record-high-entering-untested-waters-9be2511f,https://images.mktw.net/im-07932583/social,2024-03-05T15:13:00Z,"Bitcoin hit a record high on Tuesday, with the cryptocurrency surpassing $69,000, marking a dramatic comeback for digital assets following a tumultuous stretch of more than two years.The rally saw bi… [+2225 chars]"
"{'id': None, 'name': 'ReadWrite'}",Ali Rees,Sam Bankman-Fried to be sentenced to jail time,"Sam Bankman-Fried, owner of the bankrupt crypto exchange FTX, will receive sentencing in New York today (March 28) after his… Continue reading Sam Bankman-Fried to be sentenced to jail time
The post Sam Bankman-Fried to be sentenced to jail time appeared firs…",https://readwrite.com/sam-bankman-fried-to-be-sentenced-to-jail-time/,https://readwrite.com/wp-content/uploads/2024/03/a-white-man-with-short-dark-hair-seen-from-behind-5NbqRdRbQbKyba3HGrOj1g-UaCmXv-IQoS7tOe87Fcs2w-.jpeg,2024-03-28T11:26:05Z,"Sam Bankman-Fried, owner of the bankrupt crypto exchange FTX, will receive sentencing in New York today (March 28) after his convictions for fraud and conspiracy last year. District Judge Lewis Kapla… [+2984 chars]"
"{'id': None, 'name': 'The Atlantic'}",Gilad Edelman,Bitcoin’s Biggest Weakness May Be Its Greatest Strength,The utter pointlessness of crypto helps explain its resurgence.,https://www.theatlantic.com/ideas/archive/2024/03/crypto-bitcoin-market-strength/677643/?utm_source=feed,,2024-03-05T16:50:00Z,"Can someone remind crypto that it’s supposed to be dead? The digital asset market, widely written off as a bubble that burst two years ago, is having one of its wildest rallies ever. The price of bit… [+5888 chars]"
"{'id': None, 'name': 'Genbeta.com'}",Antonio Vallejo,Estos bitcoins fueron minados en 2010 casi gratis. Acaban de venderlos por 69 millones de dólares,"Ha vuelto a suceder. Desde noviembre de 2021 no habíamos visto un pico histórico en el bitcoin hasta que, esta misma madrugada, la criptomoneda volvía a alcanzar su máximo histórico con un valor de más de 69.000 dólares. Tras unos años de sequía, en el último…",https://www.genbeta.com/actualidad/estos-bitcoins-fueron-minados-2010-casi-gratis-acaban-venderlos-69-millones-dolares,https://i.blogs.es/096570/kanchanara-lta5b8mpytw-unsplash/840_560.jpeg,2024-03-06T11:25:14Z,"Ha vuelto a suceder. Desde noviembre de 2021 no habíamos visto un pico histórico en el bitcoin hasta que, esta misma madrugada, la criptomoneda volvía a alcanzar su máximo histórico con un valor de m… [+2668 chars]"
"{'id': None, 'name': 'Golem.de'}",Stefan Mey,Bitcoin-Governance: Wer hat die Macht beim Bitcoin?,"Die erste funktionsfähige Kryptowährung ist ein Multimilliarden-Kosmos und gleichzeitig ein freies Softwareprojekt mit minimalistischen Strukturen. Eine Analyse von Stefan Mey (Wer hat das Sagen bei freien Projekten, Open Source)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fbitcoin-governance-wer-hat-die-macht-beim-bitcoin-2403-182591.html&referer=https%3A%2F%2Ft.co%2Ff2de8a3fbe,,2024-03-11T08:30:02Z,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]"
"{'id': None, 'name': 'heise online'}",Alexander Spier,heise+ | Kryptocoins verkaufen: Wie Sie Kryptowährungen zu Geld machen können,Die Kurse für Bitcoin & Co. auf Höhenflug: Ein guter Zeitpunkt die eigenen Coins zu verkaufen. Das gilt es dabei zu beachten.​,https://www.heise.de/ratgeber/Kryptocoins-verkaufen-Wie-Sie-Kryptowaehrungen-zu-Geld-machen-koennen-9658516.html?wt_mc=rss.red.ho.ho.atom.beitrag_plus.beitrag_plus,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/5/5/8/5/3/9/shutterstock_1916262404-b7c59be85e1ebe55.jpg,2024-03-20T06:30:00Z,"Inhaltsverzeichnis
Die Kurse von Kryptowährungen erreichen aktuell neue Hochs, nach einer langen Phase der Tränen. Der richtige Moment, sich von dem riskanten Investment mit Gewinn zu verabschieden.… [+1711 chars]"
"{'id': None, 'name': 'The New Yorker'}",Elizabeth Kolbert,The Obscene Energy Demands of A.I.,Elizabeth Kolbert on how the advent of artificial intelligence is fuelling a spike in demand for energy consumption.,https://www.newyorker.com/news/daily-comment/the-obscene-energy-demands-of-ai,"https://media.newyorker.com/photos/65ea3f8487f529d1a2a61317/16:9/w_1280,c_limit/Kolbert_AI_Power.jpg",2024-03-09T11:00:00Z,"In 2016, Alex de Vries read somewhere that a single bitcoin transaction consumes as much energy as the average American household uses in a day. At the time, de Vries, who is Dutch, was working at a … [+6050 chars]"
"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (William Gallagher),"Bitcoin app accused of stealing $120,000 in another App Store failure","Reports of another fake bitcoin wallet in the App Store are claiming that ""Leather Wallet & Hiro Bitcoin"" took over $120,000 in a single fraudulent transaction.The App Store is meant to be safe from scam appsApple claims the EU is weakening App Store security…",https://appleinsider.com/articles/24/03/11/bitcoin-app-accused-of-stealing-120000-in-another-app-store-failure,https://photos5.appleinsider.com/gallery/52114-103624-The-App-Store-logo-on-iOS----resized-xl.jpg,2024-03-11T13:17:22Z,"The App Store is meant to be safe from scam apps
Reports of another fake bitcoin wallet in the App Store are claiming that ""Leather Wallet &amp; Hiro Bitcoin"" took over $120,000 in a single fraudule… [+1443 chars]"
"{'id': None, 'name': 'Theregister.com'}",Connor Jones,Cryptocurrency laundryman gets hung out to dry,"Bitcoin Fog washed hundreds of millions for criminals
The operator of the world's longest-running Bitcoin money laundering service faces a 50-year prison sentence after being found guilty in a US court.…",https://www.theregister.com/2024/03/13/bitcoin_fog_conviction/,https://regmedia.co.uk/2023/09/06/bitcoin_shutterstock.jpg,2024-03-13T16:45:07Z,"The operator of the world's longest-running Bitcoin money laundering service faces a 50-year prison sentence after being found guilty in a US court.
Roman Sterlingov, 35, operated Bitcoin Fog, a ser… [+4393 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jacob Shamsian,Judge thrashes Sam Bankman-Fried for claiming FTX customers didn't lose any money before handing down 25-year sentence,"SBF's legal team claimed FTX customers suffered ""zero"" losses when the crypto exchange collapsed. The judge rejected the argument ""entirely.""",https://www.businessinsider.com/sam-bankman-fried-sentencing-customer-losses-judge-2024-3,https://i.insider.com/6603311a1caec1275a69b963?width=1200&format=jpeg,2024-03-28T17:26:00Z,"Sam Bankman-Fried, the jailed founder of bankrupt cryptocurrency exchange FTX, sits with his lawyers Torrey Young and Marc Mukasey.REUTERS/Jane Rosenberg
<ul><li>Sam Bankman-Fried's lawyers claimed … [+6035 chars]"
"{'id': None, 'name': 'Golem.de'}",Tobias Költzsch,Bitcoin: Craig Wright ist laut Gericht nicht Satoshi Nakamoto,"Der Australier Craig Wright behauptet seit Jahren, er sei der Erfinder des Bitcoin. Ein britisches Gericht stellt nun fest: Nein, ist er nicht. (Bitcoin, Wirtschaft)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fbitcoin-craig-wright-ist-laut-gericht-nicht-satoshi-nakamoto-2403-183207.html&referer=https%3A%2F%2Ft.co%2F400741fef5,,2024-03-14T15:45:02Z,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]"
"{'id': None, 'name': 'MarketWatch'}",Tomi Kilgore,MicroStrategy’s stock pulls back after plan to offer debt to buy more bitcoin,"MicroStrategy’s stock fell Tuesday, as the business-analytics software company and bitcoin play’s plan to offer convertible debt gave investors a reason to take a breather following the stock’s recent sprint to a 24-year high.",https://www.marketwatch.com/story/microstrategys-stock-pulls-back-after-plan-to-offer-debt-to-buy-more-bitcoin-4f8a1838,https://images.mktw.net/im-94974111/social,2024-03-05T13:15:00Z,"Shares of MicroStrategy Inc. fell Tuesday, as the business-analytics software company and bitcoin plays plan to offer convertible debt gave investors a reason to take a breather following the stocks … [+1859 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",George Glover,Ripple Labs accuses the SEC of trying to 'punish and intimidate' by seeking $2 billion in penalties from XRP developer,"The SEC is trying to ""punish and intimidate"" XRP developer Ripple Labs by seeking penalties worth $2 billion, its chief legal officer claimed.",https://www.businessinsider.com/xrp-price-today-ripple-crypto-bitcoin-sec-gary-gensler-2024-3,https://i.insider.com/6602b4f11caec1275a6959f2?width=1200&format=jpeg,2024-03-26T13:36:01Z,"Ripple Labs is behind the XRP cryptocurrency.Jack Taylor/Getty Images
<ul><li>The SEC is seeking fines and penalties worth $2 billion from Ripple Labs, its legal chief said.</li><li>Stuart Alderoty … [+2324 chars]"
"{'id': None, 'name': 'ReadWrite'}",Paul McNally,"Game prototypes and code found on discarded hard drive, now it’s obviously been uploaded to the Internet","Even novice computer users know to not just throw a hard drive in the trash. Even if all it contains […]
The post Game prototypes and code found on discarded hard drive, now it’s obviously been uploaded to the Internet appeared first on ReadWrite.",https://readwrite.com/game-prototypes-and-code-found-on-discarded-hard-drive-now-its-obviously-been-uploaded-to-the-internet/,https://readwrite.com/wp-content/uploads/2024/03/A_striking_3D_rendering_of_a_cyberpunk_hacker_d.jpg,2024-03-04T12:52:54Z,"Even novice computer users know to not just throw a hard drive in the trash. Even if all it contains is photos of your cat and a few old dodgy mp3s downloaded from Napster back in the day, you just n… [+1993 chars]"
"{'id': None, 'name': 'CNET'}",Ian Sherr,Bitcoin Jumps to New All-Time High: What You Need to Know About Crypto - CNET,The cryptocurrency industry is making headlines after multibillion-dollar fraud scandals and years of yo-yoing prices. Will this time be different?,https://www.cnet.com/personal-finance/bitcoin-jumps-to-new-all-time-highs-what-you-need-to-know-about-crypto/,https://www.cnet.com/a/img/resize/cac45764738b5a0a7b0ddfaa55f66e0caa5af384/hub/2022/04/25/349bd7ef-ef81-49d4-bc74-b12b1077aa01/bitcoin-logo-2022-772.jpg?auto=webp&fit=crop&height=675&width=1200,2024-03-06T20:45:00Z,"Bitcoin, the cryptocurrency synonymous with startup riches, valuation roller coasters and massive fraud, hit a new all-time high on Tuesday — above $69,000 — beating a previous peak from November 202… [+4318 chars]"
"{'id': None, 'name': 'Microsiervos.com'}",alvy@microsiervos.com (Alvy),"La dominancia de las criptodivisas en una imagen: Bitcoin (BTC), Ethereum (ETH) y decenas más","Esta interesante gráfica de Coin360.com muestra cómo se reparte el mercado global de las criptodivisas en función de su capitalización.

El dato está indicado como «dominancia» y un porcentaje: el Bitcoin (abreviado, BTC) tiene el 51% del mercado ahora mismo;…",https://www.microsiervos.com/archivo/economia/dominancia-criptodivisas-bitcoin-btc-ethereum-eth.html,https://img.microsiervos.com/images2024/Coin360-crypto-dominance.webp,2024-03-27T22:00:09Z,"Por @Alvy 27 de Marzo de 2024
Esta interesante gráfica de Coin360.com muestra cómo se reparte el mercado global de las criptodivisas en función de su capitalización.
El dato está indicado como «dom… [+2011 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jacob Shamsian,FTX's victims may get all their money back. The judge sentencing Sam Bankman-Fried might not care.,"As Sam Bankman-Fried's sentencing date approaches, the judge is being asked to consider billions of dollars in losses and his claimed neurodivergence.",https://www.businessinsider.com/sbf-sentencing-ftx-customers-get-money-back-should-it-matter-2024-3,https://i.insider.com/65fb30c12417f97b87cdd31f?width=1200&format=jpeg,2024-03-24T11:00:02Z,"Sam Bankman-Fried is scheduled to be sentenced on Thursday.Chelsea Jia Feng/Insider
<ul><li>Sam Bankman-Fried bilked FTX customers out of over $8 billion, according to prosecutors.</li><li>FTX bankr… [+10737 chars]"
"{'id': None, 'name': 'ReadWrite'}",Graeme Hanna,Coinbase report urges “caution” on AI coins despite boom,"An analyst has urged caution on the artificial intelligence (AI) token market, warning the recent surge in prices could be… Continue reading Coinbase report urges “caution” on AI coins despite boom
The post Coinbase report urges “caution” on AI coins despite …",https://readwrite.com/coinbase-report-urges-caution-on-ai-coins-despite-boom/,https://readwrite.com/wp-content/uploads/2024/03/O8oXjuTwSPawcXFRVqmuew.png,2024-03-08T17:05:47Z,"An analyst has urged caution on the artificial intelligence (AI) token market, warning the recent surge in prices could be fuelled more by hype, rather than its actual value.
In a report compiled by… [+2137 chars]"
"{'id': None, 'name': 'Xataka.com'}",Jose García,"Desmantelan una mina de criptomonedas ilegal en Ripollet. Había defraudado 4,5 millones de euros en electricidad","Los Mossos d'Esquadra y la Guàrdia Civil de Tarragona han desmantelado una instalación de minería de criptomonedas ilegal en Ripollet (Barcelona). Según han informado a través de un comunicado, se ha detenido al principal investigado y se han intervenido 85 o…",https://www.xataka.com/criptomonedas/desmantelan-mina-criptomonedas-ilegal-ripollet-habia-defraudado-4-5-millones-euros-electricidad,https://i.blogs.es/662d90/mossos/840_560.jpeg,2024-03-04T12:01:57Z,"Los Mossos d'Esquadra y la Guàrdia Civil de Tarragona han desmantelado una instalación de minería de criptomonedas ilegal en Ripollet (Barcelona). Según han informado a través de un comunicado, se ha… [+2789 chars]"
"{'id': None, 'name': 'Faz.net'}",Bloomberg,Bitcoin schwankt nach Höchststand stark,"Nach einem Höchststand von mehr als 69.000 Dollar ist die Kryptowährung Bitcoin wieder stark gefallen. Die Volatilität dürfte einige Zeit anhalten, neue Höchststände sind aber nicht ausgeschlossen.",https://www.faz.net/aktuell/wirtschaft/bitcoin-nach-hoechststand-stark-gefallen-die-volatilitaet-der-kryptowaehrung-19567189.html,https://media1.faz.net/ppmedia/aktuell/wirtschaft/1013612349/1.9567255/facebook_teaser/der-wert-der-kryptowaehrung.jpg,2024-03-06T10:33:58Z,"Der Wert des Bitcoin verzeichnet starke Schwankungen, nachdem die Kryptowährung seinen ersten Rekord in mehr als zwei Jahren erreicht hatte. Händler bewerteten, ob die Nachfrage von kürzlich aufgeleg… [+3683 chars]"
"{'id': None, 'name': 'MarketWatch'}",Steve Goldstein,There’s one big mystery in the everything rally: gold’s record-setting ascent,Gold’s defying many of its traditional relationships in its record-setting run.,https://www.marketwatch.com/story/theres-one-big-mystery-in-the-everything-rally-golds-record-setting-ascent-13775d75,https://images.mktw.net/im-65082598/social,2024-03-06T11:42:00Z,"It seems almost every asset class has been hitting records: U.S. stocks, Japanese stocks, German stocks, bitcoin, gold.
That last one is unusual. Rising prices usually generate speculative interest … [+195 chars]"
